52	num.lii
dilbert	n+m.dilbert
dilemme	n+m.dilemma@n+m.conundrum@n+m.quandary
dilemmes	n+m.dilemmas
diligemment	ad.diligently
diligence	n+f.diligence@n+f.stagecoach
diligent	a.diligent
dillard	n+m.dillard
dillon	n+m.dillon
diluant	n+m.thinner
diluer	v.dilute
dilution	n+f.dilution
dilutions	n+f.dilutions
dilué	v.diluted@a.diluted@a.dilute
dimanche	n+m.sunday
dimanches	n+m.sundays
dimension	n+f.dimension
dimensionnalité	n+f.dimensionality
dimensionne	v.sizes
dimensionnel	a.dimensional
dimensionnement	n+m.sizing
dimensionner	v.size
dimensionné	v.sized
dimensions	n+f.dimensions
diminuant	v.decreasing@v.diminishing@v.dwindling
diminue	v.decreases@v.diminishes
diminuer	v.decrease@v.dim@v.diminish@v.taper@v.lessen@v.abate@v.bate@v.lessening
diminutif	n+m.diminutive
diminution	n+f.decrease@n+f.diminution@n+f.lessening
diminutions	n+f.decreases
diminué	v.decreased@a.decreased@v.diminished@a.diminished@v.lessened@v.abated@a.abated
dimère	n+m.dimer
dina	n+f.dina
dinah	n+f.dinah
dinar	n+m.dinar
dinars	n+m.dinars
dinde	n+f.turkey
dindes	n+f.turkeys
dingo	n+m.dingo
dingue	a.crazy@a.potty@n+m.nutter@a.loopy@a.bonkers
dink	n+m.dink
dino	n+m.dino
dinosaure	n+m.dinosaur
dinosaures	n+m.dinosaurs
diocèse	n+m.diocese
diocèses	n+m.dioceses
diocésain	a.diocesan
diode	n+f.diode
diodes	n+f.diodes
dion	n+m.dion
dionne	n+f.dionne
dior	n+m.dior
diorama	n+m.diorama
dioxine	n+f.dioxin
dioxines	n+f.dioxins
dioxyde	n+m.dioxide
diphtérie	n+f.diphtheria
diplomate	n+m.diplomat@n+f.diplomat
diplomates	n+m.diplomats
diplomatie	n+f.diplomacy
diplomatique	a.diplomatic
diploïde	a.diploid@n+m.diploid
diplôme	n+m.degree@n+m.diploma
diplômes	n+m.degrees@n+m.diplomas
diplômé	n+m.graduate@a.graduate@n+m.grad@v.graduated@a.graduated
diplômés	n+m.graduates@n+m.grads
dipôle	n+m.dipole
dirac	n+m.dirac
dire	v.say@v.tell@v.dis
direct	a.direct@a.blunt@a.straightforward
directement	ad.direct@ad.directly@ad.straight
directeur	n+m.director@n+m.manager@a.managing@a.governing@n+m.superintendent@a.guiding@n+m.warden@n+m.mgr@n+m.headteacher@n+m.headmaster
directeur de la photographie	n+m.cinematographer
directeurs	n+m.directors@n+m.managers@n+m.principals@n+m.wardens
direction	n+f.leadership@n+f.direction@n+f.dir@n+f.steering@n+f.directing@n+f.directorate
directionnel	a.directional
directionnelle	a.directional
directions	n+f.directions
directive	n+f.directive@n+f.guideline
directives	n+f.guidelines@n+f.directives
directorat	n+m.directorate
directorats	n+m.directorates
directorial	a.directorial
directrice	n+f.director@n+f.headteacher
directrices	n+f.principals
dirham	n+m.dirham
dirige	v.heads@v.directs@v.bosses@v.steers
dirigeable	n+m.airship@n+m.blimp
dirigeant	n+m.executive@n+m.leader@v.steering@v.heading@v.conducting@v.directing@n+m.ruler
dirigeants	n+m.leaders@n+m.rulers
diriger	v.head@v.direct@v.lead@v.steer
dirigé	v.led@v.directed@a.directed@v.headed@v.steered@a.spearheaded
dirk	n+m.dirk
disant	v.saying@v.telling
disc-jockey	n+m.deejay
discernable	a.discernible
discernant	v.discerning
discernement	n+m.discernment
discerner	v.discern
discerné	v.discerned@a.discerned
disciple	n+m.disciple
disciples	n+m.followers@n+m.disciples
disciplinaire	a.disciplinary
discipline	n+f.discipline
discipliner	v.discipline
disciplines	n+f.disciplines
discipliné	a.disciplined@v.disciplined
disco	n+m.disco
discographie	n+f.discography
discontinu	a.discontinuous
discontinuité	n+f.discontinuity
discontinuités	n+f.discontinuities
discord	n+m.discord
discordant	a.clashing
discorde	n+f.strife@n+f.discord
discothèque	n+f.disco
discothèques	n+f.discos
discours	n+m.talk@n+m.speech@n+m.speeches@n+m.discourse@n+m.discourses
discours principal	n+m.keynote
discours-programmes	n+m.keynotes
discourt	v.discourses
discret	a.discrete@a.discreet@a.secretive@a.unobtrusive
discriminant	a.discriminating@v.discriminating@n+m.discriminant
discrimination	n+f.discrimination
discriminatoire	a.discriminatory
discriminer	v.discriminate
discriminé	v.discriminated@a.discriminated
discrète	a.discreet
discrètement	ad.discreetly
discrédit	n+m.discredit
discréditer	v.discredit
discrédité	v.discredited@a.discredited
discrétion	n+f.discretion
discrétionnaire	a.discretionary
disculpé	a.vindicated@v.exonerated@a.exonerated
discursif	a.discursive
discus	n+m.discus
discussion	n+f.thread@n+f.discussion@n+f.chat@n+f.chatting
discussions	n+f.discussions@n+f.threads
discutable	a.questionable@a.moot@a.debatable
discutant	v.discussing@v.arguing@n+m.discussant
discute	v.discusses
discuter	v.chat@v.discuss
discuté	v.discussed@a.discussed@v.chatted
disgracieux	a.unsightly
disgracié	a.disgraced
disjoindre	v.disjoint
disjoint	a.disjoint@v.disjointed
disjoncteur	n+m.breaker@n+m.cutout
disjoncteurs	n+m.breakers
dislocations	n+f.dislocations
disloqué	v.dislocated
disney	n+m.disney
disneyland	n+m.disneyland
disparaissant	v.disappearing@v.vanishing
disparate	a.disparate
disparaît	v.disappears@v.vanishes
disparaître	v.disappear@v.vanish
disparition	n+f.demise@n+f.disappearance
disparitions	n+f.disappearances
disparité	n+f.disparity
disparités	n+f.disparities
disparu	v.disappeared@a.extinct@v.vanished@a.vanished
dispensaire	n+m.dispensary
dispensant	v.dispensing
dispense	n+f.dispensation
dispenser	v.dispense
dispensé	v.dispensed
dispersant	v.scattering@a.dispersing
disperser	v.scatter@v.disperse@v.dispersing
dispersion	n+f.scattering@n+f.dispersion@n+f.dispersal
dispersé	v.dispersed@a.dispersed
disponibilité	n+f.availability@n+f.readiness
disponible	a.available@a.disposable@a.obtainable
disposant	v.disposing
disposer	v.dispose
dispositif	n+m.device
dispositif de retenue	n+m.retainer
dispositifs	n+m.devices
dispositifs de rétention	n+m.retainers
disposition	n+f.provision@n+f.disposal@n+f.arrangement@n+f.disposition@n+f.willingness
dispositions	n+f.provisions@n+f.arrangements@n+f.layouts@n+f.dispositions
disposé	a.willing@a.minded@v.disposed@a.disposed@v.arrayed@a.arrayed
disproportionné	a.disproportionate
dispute	n+f.argument@n+f.dispute@n+f.tiff@n+f.contention@v.contends
disputes	n+f.arguments@n+f.disputes
disqualification	n+f.disqualification
disqualifier	v.disqualify
disqualifié	v.disqualified@a.disqualified
disque	n+m.disc@n+m.disk@n+m.discus
disque compact	n+m.cd
disques	n+m.discs@n+m.disks
disquette	n+f.floppy@n+f.diskette
disquettes	n+f.floppies@n+f.diskettes
disruptif	a.disruptive
dissection	n+f.dissection
dissemblable	a.dissimilar
dissertation	n+f.essay@n+f.dissertation
dissertations	n+m.essays@n+f.dissertations
dissidence	n+f.dissent
dissident	v.dissenting@a.dissenting@n+m.dissident@a.dissident
dissidente	n+f.dissident
dissidents	n+m.dissidents@n+m.dissenters
dissimulant	v.concealing
dissimulation	n+f.hiding@n+f.concealment
dissimule	v.conceals
dissimuler	v.cloak@v.conceal
dissimulé	v.concealed@a.concealed
dissipation	n+f.dissipation
dissiper	v.dispel@v.dissipate
dissipé	v.dissipated
dissociatif	a.dissociative
dissociation	n+f.dissociation
dissocier	v.unlink
dissolu	a.dissipated
dissolution	n+f.dissolution
dissolvant	n+m.remover@v.dissolving
dissolvants	n+m.removers
dissonance	n+f.dissonance
dissoudre	v.dissolve
dissous	v.dissolved@a.dissolved@v.disbanded@a.disbanded
dissout	v.dissolves
dissuader	v.deter@v.dissuade
dissuadé	v.deterred
dissuasif	a.deterrent
dissuasion	n+f.deterrence
dissémination	n+f.dissemination
disséminer	v.disseminate
disséminé	a.disseminated
disséquant	v.dissecting
disséquer	v.dissect
disséqué	v.dissected@a.dissected
distal	a.distal
distance	n+f.distance@n+f.dist
distances	n+f.distances
distant	a.remote@a.distant@a.aloof
distillat	n+m.distillate
distillateur	n+m.distiller
distillateurs	n+m.distillers
distillation	n+f.distillation
distillerie	n+f.distillery
distillé	v.distilled@a.distilled
distinct	a.distinct
distinctement	ad.distinctly@ad.distinctively
distinctif	a.distinctive@a.distinguishing
distinction	n+f.distinction@n+f.accolade
distinctions	n+f.accolades@n+f.distinctions
distinguable	a.distinguishable
distinguant	v.distinguishing
distingue	v.distinguishes
distinguer	v.distinguish
distingué	a.distinguished@v.distinguished@v.singled
distorsion	n+f.distortion
distorsions	n+f.distortions
distraction	n+f.entertainment@n+f.distraction
distractions	n+f.distractions
distraire	v.distract
distrait	v.distracted@a.distracted@a.abstracted
distrayant	v.distracting@a.distracting
distribuable	a.distributable
distribuant	v.distributing@v.dispensing
distribue	v.distributes
distribuer	v.distribute@v.dole@v.dispense
distributeur	n+m.distributor@n+m.atm@n+m.dispenser
distributeurs	n+m.distributors@n+m.dispensers
distributif	a.distributive
distribution	n+f.distribution@n+f.cast@n+f.dist@n+f.payout
distributionnel	a.distributional
distributions	n+f.distributions@n+f.payouts@n+f.casts
distributrice	n+f.dispenser
distribué	a.distributed@v.distributed@v.dealt@v.dispensed
district	n+m.district@n+m.distr
districts	n+m.districts@n+m.precincts
disulfure	n+m.disulfide
dit	v.said@v.says@v.told@v.tells@v.dit@v.saith@v.bade@v.quoth
diurne	a.diurnal
diurétique	n+m.diuretic@a.diuretic
diurétiques	n+m.diuretics
div	n+m.div
diva	n+f.diva
divagations	n+m.ramblings
divaguant	v.rambling
divague	v.rambles
divaguer	v.ramble
divan	n+m.divan
divas	n+f.divas
divergence	n+f.discrepancy@n+f.divergence
divergences	n+f.discrepancies
divergent	a.divergent
diverger	v.diverge
divergé	v.differed
divers	a.various@a+m.various@a.miscellaneous@a.misc@a.diverse@a+m.diverse@a.divers@a.sundry
diversement	ad.variously
diverses	a+f.various@a+f.diverse
diversification	n+f.diversification@n+f.diversifying
diversifier	v.diversify@v.diversifying
diversifié	v.diversified@a.diversified
diversion	n+f.diversion
diversions	n+f.diversions
diversité	n+f.diversity
diverti	v.entertained@a.entertained
divertir	v.entertain@v.divert
divertissant	a.entertaining@v.entertaining@a.diverting
divertissement	n+m.entertainment@n+m.amusement
divertissements	n+m.amusements@n+m.entertainments
divertit	v.entertains
dividende	n+m.dividend
dividendes	n+m.dividends
divin	a.divine@a.heavenly
divination	n+f.divination
divinement	ad.divinely
divinité	n+f.divinity@n+f.deity@n+f.godhead
divinités	n+f.deities
divisant	v.splitting@v.dividing
divise	v.splits@v.divides
divise en deux	v.halves
diviser	v.split@v.divide
diviseur	n+f.splitter@n+m.divider@n+m.divisor
diviseurs	n+m.dividers@n+m.splitters
divisible	a.divisible
division	n+f.division@n+f.split@n+f.div@n+f.divide@n+f.splitting
divisionnaire	a.divisional
divisions	n+f.divisions@n+m.splits@n+f.divides
divisé	v.divided@a.divided
divisé par deux	v.halved
divorce	n+m.divorce@v.divorces
divorcer	v.divorce
divorces	n+m.divorces
divorcé	v.divorced@a.divorced
divulgation	n+f.disclosure
divulgations	n+f.disclosures
divulguant	v.disclosing
divulgue	v.discloses
divulguer	v.disclose@v.divulge
divulgué	v.disclosed@a.disclosed@v.leaked@a.leaked@v.divulged@a.divulged
diwali	n+m.diwali
dix	a.ten@n+m.dix
dix-huit	num.eighteen
dix-huitième	num.eighteenth@num.xviii
dix-neuf	num.nineteen
dix-neuvième	num.nineteenth@num.xix
dix-sept	num.seventeen
dix-septième	num.xvii@num.seventeenth
dixie	n+f.dixie
dixieland	n+m.dixieland
dixième	num.tenth
dixième de dollar	n+m.dime
dixièmes	n+m.tenths
dixon	n+m.dixon
dizaines	n+f.tens
dièses	n+m.sharps
diélectrique	a.dielectric@n+m.dielectric
diététicien	n+m.dietitian
diététicienne	n+f.dietitian
diététiciens	n+m.dietitians
diététique	a.dietary@a.dietetic@n+f.dietetics
djibouti	n+m.djibouti
djihad	n+m.jihad@n+f.jihad
djinn	n+m.jinn
dlr	n+m.dlr
dmitri	n+m.dmitri
doberman	n+m.doberman
dobra	n+f.dobra
dobro	n+m.dobro
doc	n+m.doc
docile	a.meek@a.tractable
dockers	n+m.dockers
docklands	n+m.docklands
docs	n+m.docs
docteur	n+m.doctor@n+m.doc
docteurs	n+m.doctors
doctoral	a.doctoral
doctorat	n+m.doctorate
doctorats	n+m.doctorates
doctrinal	a.doctrinal
doctrine	n+f.doctrine
doctrines	n+f.doctrines
document	n+m.document
document d'information	n+m.backgrounder
document distribué	n+m.handout
documentaire	n+m.documentary@a.documentary
documentaires	n+m.documentaries
documentant	v.documenting
documentation	n+f.documentation@n+f.documenting
documente	v.documents
documenter	v.document
documents	n+m.documents@n+m.docs@n+m.handouts
documenté	v.documented@a.documented
dodge	n+m.dodge
dodger	n+m.dodger
dodgers	n+m.dodgers
dodo	n+m.dodo
dodson	n+m.dodson
dodu	a.chubby@a.plump@a.tubby@a.porky
dodue	a.plump
dogmatique	a.opinionated@a.dogmatic
dogme	n+m.dogma
doha	n+m.doha
doigt	n+m.finger
doigtant	v.fingering
doigter	v.finger
doigts	n+m.fingers
doigté	n+m.fingering@a.fingered@v.fingered
doit	v.owes@v.doit
dol	n+m.dol
dolby	n+m.dolby
dolce	a.dolce
dollar	n+m.dollar@n+m.buck
dollar australien	n+m.aud
dollar de singapour	n+m.sgd
dollars	n+m.dollars@n+m.bucks
dolomite	n+f.dolomite
dolores	n+f.dolores
doléance	n+f.grievance
dom	n+m.dom
domaine	n+m.estate@n+m.field@n+m.domain@n+m.realm@n+m.domaine@n+m.purview
domaines	n+m.fields@n+m.domains@n+m.estates@n+m.realms
domaines viticoles	n+f.wineries
domestique	a.domestic
domestiqué	v.domesticated@a.domesticated
domicile	n+m.home@n+m.domicile
domicilié	v.domiciled@a.domiciled
dominance	n+f.dominance
dominant	a.mainstream@a.dominant@a.prevailing@v.dominating@a.dominating@v.towering@a.overarching
dominateur	n+m.dominator
domination	n+f.domination@n+f.dominion
dominatrice	n+f.dominatrix
domine	v.towers@v.dominates
dominer	v.dominate
domingo	n+m.domingo
dominguez	n+m.dominguez
dominic	n+m.dominic
dominicain	a.dominican@n+m.dominican
dominicaine	n+f.dominican
dominion	n+m.dominion
dominions	n+m.dominions
dominique	n+f.dominica@n+m.dominique@n+f.dominique
domino	n+m.domino
dominos	n+m.dominoes
dominé	v.dominated@a.dominated
dommage	n+m.damage@int.bummer
dommageable	a.damaging
dommages	n+m.damages
domptant	v.taming
dompteur	n+m.tamer
don	n+m.gift@n+m.grant@n+m.don@n+m.donation@n+m.endowment@n+m.knack@n+m.gifting
dona	n+f.dona
donahue	n+m.donahue
donald	n+m.donald
donaldson	n+m.donaldson
donateur	n+m.donor
donateurs	n+m.donors
donatrice	n+f.donor
donc	conj.so@ad.therefore@ad.thus@ad.hence@ad.ergo
doncaster	n+m.doncaster
donegal	n+m.donegal
dong	n+m.dong
dongle	n+m.dongle
dongs	n+m.dongs
donjon	n+m.dungeon
donjons	n+m.dungeons
donna	n+f.donna
donnant	v.giving@v.donating@v.handing
donnant des contraventions	v.ticketing
donnant des coups de pied	v.kicking
donnant des cours	v.tutoring
donnant des instructions	v.instructing
donnant droit à pension	a.pensionable
donnant une conférence	v.lecturing
donne	v.gives@v.donates@n+f.donne
donne des coups de pied	v.kicks
donne droit	v.entitles
donne-moi	v.gimme
donner	v.give@v.hand@v.donate@n+m.donner
donner des cours	v.tutor
donner droit	v.entitle
donner l'exemple	v.example
donner la priorité	v.prioritize
donner sur	v.overlook
donner un coup de pied	v.kick
donner une sérénade	v.serenade
donneur	n+m.giver
donneurs	n+m.givers
donneuse	n+f.giver
donnie	n+m.donnie
donny	n+m.donny
donné	a.given@v.given@v.gave@v.donated@a.donated
donné un coup de pied	v.kicked
donné un pourboire	v.tipped
donnée	n+f.datum
données	n+f.data@n+f.givens
donovan	n+m.donovan
dons	n+m.gifts@n+m.donations
dont	pron.whose@ad.whereof
dont le siège est	a.headquartered
donuts	n+m.donuts
dooley	n+m.dooley
doolittle	n+m.doolittle
dopage	n+m.doping
dopamine	n+f.dopamine
dopant	v.doping
doper	v.dope
doppler	n+m.doppler
dopé	a.boosted@v.spiked@v.doped@a.doped
dor	n+m.dor
dora	n+f.dora
dorade	n+f.dory
dorado	n+m.dorado
dorchester	n+m.dorchester
dordogne	n+f.dordogne
dordrecht	n+m.dordrecht
doreen	n+f.doreen
dorian	n+m.dorian
doris	n+f.doris
dorloter	v.pamper@v.pampers
dormant	v.sleeping@a.dormant
dormeur	n+m.sleeper
dormeurs	n+m.sleepers
dormeuse	n+f.sleeper
dormi	v.slept
dormir	v.sleep
dorothy	n+f.dorothy
dorothée	n+f.dorothea
dorsal	a.dorsal
dorset	n+m.dorset
dorsey	n+m.dorsey
dort	v.sleeps
dortmund	n+m.dortmund
dortoir	n+m.dorm@n+m.dormitory
dortoirs	n+m.dorms@n+m.dormitories
dorure	n+f.gilt
doré	a.gold@a.golden@a.gilt@a.gilded@v.gilded@v.browned
doré jaune	n+m.walleye
dos	n+m.back@n+m.dos@n+m.backs
dos crawlé	n+m.backstroke
dos de chameau	n+m.camelback
dos de cheval	n+m.horseback
dosage	n+m.dosage@n+m.dosing
dosages	n+m.dosages
dosant	v.dosing
dose	n+f.dose@v.doses@v.assays
doser	v.dose
doses	n+f.doses
dosimétrie	n+f.dosimetry
dossier	n+m.file@n+m.folder@n+m.dossier@n+m.backrest
dossiers	n+m.records@n+m.folders@n+m.dossiers@n+m.dockets
dot	n+f.dowry
dotant en personnel	v.staffing
dotation	n+f.endowment
dotations	n+m.endowments
dote en personnel	v.staffs
doté	a.endowed@v.endowed@a.staffed
doté de ressources	a.resourced
douai	n+m.douay
douane	n+f.customs
doublage	n+m.dubbing
doublages	n+m.dubs
doublant	v.doubling
double	a.double@n+m.double@a.dual@v.doubles@a.dbl@a.twofold@v.dubs
doubleday	n+m.doubleday
doublement	n+m.doubling@ad.doubly@ad.twofold@ad.dually
doubler	v.double@v.dub@v.dubbing
doubles	n+m.doubles
doublet	n+m.doublet
doubletree	n+m.doubletree
doublure	n+f.lining
doublures	n+m.liners@n+f.linings
doublé	a.lined@v.doubled@a.doubled@v.dubbed@a.dubbed
douce	a+f.soft@a+f.sweet
doucement	ad.gently@ad.softly@ad.sweetly
douceur	n+f.sweetness@n+f.softness@n+f.smoothness@n+f.gentleness
douchant	v.showering
douche	n+f.shower@n+f.douche
doucher	v.shower@v.douche
douches	n+f.showers
douché	v.showered
doug	n+m.doug
douglas	n+m.douglas
douglass	n+m.douglass
douille	n+f.bushing
douilles	n+f.bushings
douillet	a.cosy@a.snug
douleur	n+f.pain@n+f.ache@n+f.soreness
douleur aiguë	n+f.pang
douleurs	n+f.pains@n+f.aches
douloureuse	a.sore
douloureusement	ad.painfully
douloureux	a.painful@a.sore@a.aching@a.grievous
douma	n+f.duma
doute	n+m.doubt@v.doubts
douter	v.doubt@v.doubting
doutes	n+m.doubts
douteux	a.doubtful@a.dubious@a.dodgy
douté	v.doubted
douve	n+f.fluke
douves	n+m.moat
douvres	n+m.dover
doux	a.soft@a+m.soft@a.sweet@a+m.sweet@a.smooth@a.gentle@a.mild@a.mellow@a.meek
doux-amer	a.bittersweet
douzaine	n+f.dozen@n+f.doz
douzaines	n+f.dozens
douze	num.twelve
douzième	num.twelfth
doué	a.gifted
douée	a.gifted
dow	n+m.dow
downing	n+m.downing
doyen	n+m.dean@n+m.provost
doyens	n+m.deans
doyle	n+m.doyle
dpf	n+m.cpd
dpi	n+m.dpi
dps	n+m.dps
draco	n+m.draco
draconien	a.draconian
dracula	n+m.dracula
dragage	n+m.dredging
dragon	n+m.dragon@n+m.dragoon
dragons	n+m.dragons
drags	n+m.drags
dragster	n+m.dragster
draguant	v.dredging
drague	n+f.dredge
draguer	v.dredge
dragué	v.dredged@a.dredged
drain	n+m.drain
drainage	n+m.drainage
drainant	v.draining
draine	v.drains
drainer	v.drain
drainé	v.drained@a.drained
drake	n+m.drake
dram	n+m.dram
dramatique	a.dramatic
dramatiquement	ad.dramatically
dramaturge	n+m.playwright@n+m.dramatist
dramaturges	n+m.playwrights
drame	n+m.drama
drames	n+m.dramas
drap	n+m.sheet
drape	v.drapes
drapeau	n+m.flag
drapeaux	n+m.flags
draper	n+m.draper@v.drape
draperie	n+f.drapery
drapier	n+m.draper
draps	n+m.sheets@n+m.linens
drapé	v.draped@a.draped
drastique	a.drastic
drastiquement	ad.drastically
drayton	n+m.drayton
dresde	n+f.dresden
dressage	n+m.dressage
dressé	a.erect
drew	n+m.drew
dreyfus	n+m.dreyfus
dribbler	v.dribble
drogue	n+f.drug@n+f.dope
drogues	n+f.drugs
drogué	n+m.junkie@v.drugged@a.drugged
drogués	n+m.junkies
droit	a.right@n+m.right@a+m.right@n+m.law@a.straight@a.upright@n+m.entitlement@n+m.droit
droit d'auteur	n+m.copyright
droit de naissance	n+m.birthright
droit de rétention	n+m.lien
droite	a+f.right@a.upright
droits	n+m.rights@n+m.duties@n+m.dues@n+m.entitlements
droits d'auteur	n+m.copyrights
droits de rétention	n+m.liens
droiture	n+f.righteousness
drone	n+m.drone
drones	n+m.drones
drosophile	n+f.drosophila
droïde	n+m.droid
droïdes	n+m.droids
druide	n+m.druid
druides	n+m.druids
dryden	n+m.dryden
drôle	a.funny@a.comical
dts	n+m.dts
du	prep.del
du Kent	a.kentish
du Verseau	a.aquarian
du congrès	a.congressional
du haut	a.upper
du midwest	a.midwestern
du mois dernier	a.ult
du nord	a.northern@a.upstate@a.northerly
du programme	a.curricular
du rez-de-chaussée	a.downstairs
du sud	a.southern@a.southerly
du travail	a.occupational
dual	a.dual
dualisme	n+m.dualism
dualité	n+f.duality
duane	n+m.duane
dub	n+m.dub
dubaï	n+m.dubai
dubitatif	a.doubting
dublin	n+m.dublin
dubois	n+m.dubois
dubrovnik	n+m.dubrovnik
dubuque	n+m.dubuque
duc	n+m.duke
duce	n+m.duce
duchesse	n+f.duchess
duché	n+m.duchy
ducs	n+m.dukes
ductile	a.ductile
dudley	n+m.dudley
due	a+f.due
duel	n+m.duel
duels	n+m.duals
duff	n+m.duff
duffy	n+m.duffy
dulcimer	n+m.dulcimer
dulles	n+m.dulles
duluth	n+f.duluth
dumas	n+m.dumas
dumbledore	n+m.dumbledore
dumfries	n+m.dumfries
dumping	n+m.dumping
dunbar	n+m.dunbar
duncan	n+m.duncan
dundee	n+f.dundee
dune	n+f.dune
dunedin	n+m.dunedin
dunes	n+f.downs@n+f.dunes
dunfermline	n+m.dunfermline
dunk	n+m.dunk
dunker	v.dunk
dunlap	n+m.dunlap
dunlop	n+m.dunlop
dunn	n+m.dunn
dunne	n+m.dunne
duo	n+m.duo@n+m.duet
duodénal	a.duodenal
duodénum	n+m.duodenum
duomo	n+m.duomo
duos	n+m.duets
dupe	n+f.dupe
duper	v.dup@v.dupe
dupeur	n+m.duper
duplex	n+m.duplex@a.duplex@n+m.duplexes
duplicata	n+m.duplicate@n+m.dup
duplicatas	n+m.duplicates
duplicateur	n+m.duplicator
duplicateurs	n+m.duplicators
duplication	n+f.duplication@n+f.duplicating
dupliquant	v.duplicating
duplique	v.duplicates
dupliquer	v.duplicate
dupliqué	v.duplicated@a.duplicated
dupont	n+m.dupont
dupé	a.fooled@v.duped@a.duped
dur	a.hard@ad.hard@a+m.hard@a.tough@a+m.tough@a.harsh@a.dur
durabilité	n+f.sustainability@n+f.durability
durable	a.sustainable@a.durable@a.lasting@a.enduring@a.abiding
durablement	ad.sustainably
duracell	n+m.duracell
duran	n+m.duran
durango	n+m.durango
durant	prep.during@v.lasting@n+m.durant
durante	n+m.durante
durban	n+f.durban
durcir	v.harden
durcissant	v.hardening
durcissement	n+m.hardening
dure	a+f.hard@a+f.tough@a.harsh@v.lasts
durement	ad.harshly
durer	v.last
dureté	n+f.hardness
durex	n+m.durex
durham	n+m.durham
duro	n+m.duro
duré	v.lasted
durée	n+f.duration
durée de vie	n+f.lifetime@n+f.lifespan
durées	n+f.durations
dustin	n+m.dustin
duvet	n+m.fluff@n+m.fuzz
duveteux	a.fluffy@a.downy
dvorak	n+m.dvorak
dwayne	n+m.dwayne
dwight	n+m.dwight
dylan	n+m.dylan
dynamique	a.dynamic@n+f.dynamic@n+f.dynamics@n+f.momentum@a.dynamical@a.bouncy
dynamiquement	ad.dynamically
dynamiques	n+f.dynamics
dynamisant	v.energizing
dynamiser	v.energize
dynamisme	n+m.dynamism
dynamisé	v.energized@a.energized
dynamitage	n+m.blasting
dynamite	n+f.dynamite
dynamité	v.blasted
dynamo	n+f.dynamo
dynastie	n+f.dynasty
dynasties	n+f.dynasties
dysenterie	n+f.dysentery
dysfonction	n+f.dysfunction
dysfonctionnel	a.dysfunctional
dysfonctionnement	n+f.dysfunction@n+f.malfunction@n+m.malfunctioning
dysfonctionnements	n+f.malfunctions
dysfonctionner	v.malfunctions@v.malfunctioning
dyslexie	n+f.dyslexia
dyslexique	a.dyslexic@n+m.dyslexic
dyson	n+m.dyson
dysphagie	n+f.dysphagia
dysplasie	n+f.dysplasia
dystopie	n+f.dystopia
dystrophie	n+f.dystrophy
dès que possible	ad.asap
dé	n+m.die
dé à coudre	n+m.thimble
déambulatoire	n+m.ambulatory
déballage	n+m.unpacking
déballant	v.unpacking
déballer	v.unwrap@v.unpack
déballé	v.unwrapped@v.unpacked@a.unpacked
débandade	n+f.stampede
débarras	n+f.riddance
débarrasser	v.rid
débat	n+m.debate@v.debates@n+m.debating
débats	n+m.debates
débattant	v.debating
débattre	v.debate
débattu	v.debated@a.debated
débauche	n+f.debauchery
débilitant	v.debilitating@a.debilitating
débit	n+m.debit@n+m.throughput
débiter	v.debit
débiteur	n+m.debtor@n+m.obligor
débiteur hypothécaire	n+m.mortgagor
débiteurs	n+m.debtors
débitrice	n+f.debtor
débits	n+m.debits
débloquer	v.unlock
débogage	v.debug@n+m.debugging
déboguant	v.debugging
déboguer	v.debug
débogueur	n+m.debugger
débogueurs	n+m.debuggers
débordant	a.gushing@a.bursting@v.overflowing@a.overflowing@a.brimming
déborde	v.overflows
débordement	n+m.overflow
débordements	n+m.overflows
déborder	v.overflow@v.brimming
débordé	a.swamped@v.overflowed@a.overflowed
débours	n+m.outlay
déboursé	v.disbursed
débraillé	a.scruffy
débrancher	v.unplug
débranché	v.unplugged@a.unplugged
débridé	a.unbridled
débriefer	v.debriefing
débriefing	n+m.debriefing
débris	n+m.debris@n+m.wreckage
débrouillard	a.resourceful@a.streetwise
débroussailleuse	n+f.trimmer
début	n+m.start@n+m.beginning@n+m.debut@n+m.commencement@n+m.onset@n+m.inception@n+m.outset
débutant	n+m.newbie@n+m.beginner@n+m.rookie@v.commencing@n+m.fledgling
débutante	n+f.newbie@n+f.beginner@n+f.rookie@n+f.deb
débutantes	n+f.newbies@n+f.debs
débutants	n+m.beginners@n+m.newbies@n+m.rookies
débuts	n+m.starts@n+m.beginnings@n+m.debuts
débuté	v.debuted
débâcle	n+f.debacle
décadence	n+f.decadence
décadent	a.decadent@a.decayed
décaféiné	n+m.decaf@a.decaf@v.decaffeinated@a.decaffeinated
décaissement	n+m.disbursement
décaissements	n+m.disbursements
décalage	n+m.offset@n+m.lag@n+m.mismatch
décalage vers le rouge	n+m.redshift
décalages	n+m.mismatches
décalcomanie	n+m.decal
décalcomanies	n+m.decals
décalé	a.offbeat
décapage	n+m.stripping
décapant	n+m.remover
décapitation	n+f.beheading
décapiter	v.beheading
décapité	v.beheaded@a.beheaded@v.decapitated@a.decapitated
décapotable	n+f.convertible
décapotables	n+f.convertibles
décathlon	n+m.decathlon
décembre	n+m.december@n+m.dec
décence	n+f.decency
décennie	n+f.decade
décennies	n+f.decades
décent	a.decent
décentralisation	n+f.decentralization@n+f.decentralisation
décentralisé	v.decentralized@a.decentralized@a.devolved@a.decentralised@v.decentralised
